product_name,product_category_tree,retail_price,discounted_price,product_rating,overall_rating,brand,is_FK_Advantage_product,Stock_Level,Quantity,Rarity,Rarity_Encoded,Category_Encoded,Brand_Encoded
Revine Men's Printed Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Revine Casual & Party Wear Shirts""]",1299.0,849.0,5.0,5.0,Slim,0,96,92,Medium,1,49,305
WROGN Men's Solid Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> WROGN Casual & Party Wear Shirts""]",1999.0,999.0,5.0,5.0,Slim,0,102,32,Medium,1,50,305
Prestige Nakshatra Alpha 7 L Pressure Cooker,"[""Kitchen & Dining >> Pressure Cookers & Pans >> Prestige Pressure Cookers & Pans""]",2495.0,2047.0,4.0,4.0,Prestige,0,70,50,Medium,1,328,251
Maharaja Whiteline Neo (MX-147) 500 W Mixer Grinder,"[""Home & Kitchen >> Kitchen Appliances >> Mixer/juicer/grinders >> Maharaja Whiteline Mixer/juicer/grinders""]",2999.0,1599.0,4.0,4.0,Maharaja Whiteline,1,36,7,Low,0,252,196
Dhhan 8 watt Rechargeable Emergency Lights,"[""Home & Kitchen >> Home Appliances >> Lightings >> Dhhan Lightings >> Dhhan 8 watt Rechargeable Emergency Lights (White)""]",899.0,299.0,5.0,5.0,Dhhan,0,195,93,Low,0,249,89
"JBN Creation Girl's Kurti, Legging and Dupatta Set","[""Clothing >> Kids' Clothing >> Girls Wear >> Ethnic Wear >> Ethnic Sets >> JBN Creation Ethnic Sets >> JBN Creation Girl's Kurti, Legging and Dupatta Set""]",1499.0,599.0,5.0,5.0,JBN Creation,0,90,8,High,2,40,154
Cayman Solid Boy's Track Suit,"[""Clothing >> Kids' Clothing >> Boys Wear >> Sports Wear >> Track Suits >> Cayman Track Suits >> Cayman Solid Boy's Track Suit""]",1445.0,1300.0,2.0,2.0,Cayman,0,55,65,High,2,37,58
Blessed Ring Basket Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",800.0,499.0,5.0,5.0,Blessed,0,157,57,Low,0,383,42
Rk Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1299.0,749.0,1.0,1.0,Rk,0,190,67,High,2,383,278
VGreen Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",499.0,320.0,2.0,2.0,VGreen,0,67,88,Low,0,383,358
Rk Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1050.0,699.0,3.0,3.0,Rk,0,194,87,Medium,1,383,278
Blessed Gamla Basket Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",850.0,560.0,1.0,1.0,Blessed,0,129,59,Medium,1,383,42
Martha Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",6500.0,5250.0,5.0,5.0,Martha,0,154,72,High,2,383,200
Natures Plus IMG_0004 Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",390.0,390.0,5.0,5.0,Natures Plus,0,62,54,Low,0,383,217
Blessed Jaali Basket Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",750.0,399.0,5.0,5.0,Blessed,0,62,67,Low,0,383,42
Easy Gardening 8 Inch Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",650.0,450.0,2.0,2.0,Easy Gardening,0,90,51,High,2,383,102
Easy Gardening 10 Inch Square Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",900.0,600.0,3.0,3.0,Easy Gardening,0,53,97,Low,0,383,102
The Yellow Door Planters with Tray/ Tea Light Holders - Green Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1499.0,653.0,2.5,2.5,The Yellow Door,0,184,92,Medium,1,383,340
DGB HP 500 520 HSTNN-IB44 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> DGB Batteries""]",2499.0,1349.0,2.5,2.5,DGB,0,174,8,High,2,173,77
Rk Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1420.0,949.0,1.0,1.0,Rk,0,74,34,High,2,383,278
Go Hooked Mini Table Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",750.0,750.0,1.3,1.3,Go Hooked,1,19,35,Low,0,383,126
Sutra Decor Handmade Metallic Petals Planters Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1198.0,399.0,1.0,1.0,Sutra Decor,0,58,96,High,2,383,325
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",300.0,300.0,3.4,3.4,Joy Living,0,192,88,Low,0,383,165
Blessed Plain Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1300.0,999.0,3.0,3.0,Blessed,0,105,78,Low,0,383,42
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1000.0,1000.0,3.7,3.7,Joy Living,0,12,32,Low,0,383,165
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",999.0,600.0,3.0,3.0,Joy Living,0,57,46,Low,0,383,165
First Smart Deal Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",199.0,189.0,3.0,3.0,First Smart Deal,0,64,16,Low,0,383,120
Easy Gardening 12 Inch Square Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1400.0,900.0,1.0,1.0,Easy Gardening,0,112,68,High,2,383,102
Easy Gardening 10 Inch Nursery Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1500.0,999.0,4.0,4.0,Easy Gardening,0,9,37,Medium,1,383,102
Lapguard Lenovo IdeaPad V470 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> Lapguard Batteries""]",3999.0,1799.0,2.0,2.0,Lapguard,0,107,54,Medium,1,176,178
Clublaptop Sony VGN BPS22/BPS22A 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> Clublaptop Batteries""]",3800.0,2636.0,4.0,4.0,Clublaptop,0,10,85,High,2,172,65
Go Hooked Basket Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",700.0,700.0,4.0,4.0,Go Hooked,0,113,14,High,2,383,126
Green Girgit Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",500.0,350.0,4.0,4.0,Green Girgit,0,120,95,Medium,1,383,129
Hako HP Compaq Presario CQ45-106AU 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> Hako Batteries""]",2950.0,1299.0,4.0,4.0,Hako,0,98,55,Medium,1,175,133
Go Hooked Mini Table Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",750.0,750.0,5.0,5.0,Go Hooked,0,51,48,Medium,1,383,126
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",300.0,300.0,5.0,5.0,Natures Plus,0,103,82,Medium,1,383,217
ARB HP Compaq Presario CQ45 Compatible Black 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> ARB Batteries""]",3499.0,1499.0,4.0,4.0,ARB,0,59,7,Medium,1,171,2
HP Compaq Presario CQ43 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> HP Batteries""]",4550.0,2478.0,1.0,1.0,HP,0,172,74,Low,0,174,132
Hako HP Compaq Presario CQ45-207TU 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> Hako Batteries""]",2950.0,1299.0,4.0,4.0,Hako,0,56,7,High,2,175,133
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",300.0,300.0,5.0,5.0,Joy Living,1,148,33,Low,0,383,165
Green Girgit Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",500.0,375.0,1.0,1.0,Green Girgit,0,17,23,Medium,1,383,129
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",450.0,450.0,2.3,2.3,Joy Living,0,118,85,Medium,1,383,165
Color Palatte Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1050.0,515.0,3.0,3.0,Color Palatte,0,128,19,Medium,1,383,68
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",350.0,290.0,3.0,3.0,Natures Plus,0,110,19,Low,0,383,217
Agricart African Marigold Vanilla F1- White Seed,"[""Home Improvement >> Lawn & Gardening >> Plants >> Plant Seeds""]",150.0,150.0,5.0,5.0,Agricart,0,162,36,Low,0,285,9
VGreen Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1200.0,920.0,1.0,1.0,VGreen,0,151,29,Medium,1,383,358
Blessed Ring Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1350.0,849.0,3.0,3.0,Blessed,0,149,60,Low,0,383,42
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",750.0,750.0,4.5,4.5,Joy Living,1,124,82,Low,0,383,165
Agricart Lettuce Seed,"[""Home Improvement >> Lawn & Gardening >> Plants >> Plant Seeds""]",80.0,80.0,1.0,1.0,Agricart,0,67,2,Medium,1,285,9
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",250.0,239.0,3.0,3.0,Natures Plus,0,23,1,Low,0,383,217
Yuccabe Italia Stella Yellow Self Watering Planter Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1299.0,750.0,1.0,1.0,Yuccabe Italia,0,96,47,High,2,383,383
Blessed Plain Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1299.0,599.0,2.3,2.3,Blessed,0,62,69,High,2,383,42
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",400.0,400.0,3.0,3.0,Joy Living,0,187,20,High,2,383,165
First Smart Deal Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",549.0,450.0,1.0,1.0,First Smart Deal,0,94,11,High,2,383,120
E-plant Spicy Chillie Seed,"[""Home Improvement >> Lawn & Gardening >> Plants >> Plant Seeds""]",299.0,160.0,2.0,2.0,E-plant,0,121,2,Medium,1,285,99
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",555.0,500.0,2.8,2.8,Natures Plus,0,66,67,Medium,1,383,217
E-plant Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",499.0,200.0,2.3,2.3,E-plant,0,27,87,Medium,1,383,99
Onlineshoppee Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1350.0,949.0,4.0,4.0,Onlineshoppee,0,131,12,High,2,383,233
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",430.0,430.0,4.0,4.0,Natures Plus,0,141,20,High,2,383,217
"Aadi Alloy, Metal Bangle","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1200.0,529.0,4.0,4.0,Aadi,0,144,5,Low,0,286,4
Clovia Women's Full Coverage Bra,"[""Clovia Women's Full Coverage Bra""]",499.0,249.0,4.5,4.5,Clovia,0,133,37,Low,0,163,64
Body Balance Imon Energy Wristband,"[""Sports & Fitness >> Outdoor & Adventure >> Running >> Bands >> Body Balance Bands >> Body Balance Imon Energy Wristband""]",900.0,270.0,3.3,3.3,Body Balance,0,62,38,High,2,380,45
Clovia Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras >> Clovia Women's Full Coverage Bra""]",799.0,319.0,1.0,1.0,Clovia,0,126,94,High,2,73,64
Clovia Women's T-Shirt Bra,"[""Clovia Women's T-Shirt Bra""]",599.0,479.0,3.8,3.8,Clovia,0,5,9,High,2,165,64
Clovia Women's Full Coverage Bra,"[""Clovia Women's Full Coverage Bra""]",279.0,279.0,4.5,4.5,Clovia,0,38,98,High,2,163,64
Clovia Women's T-Shirt Bra,"[""Clovia Women's T-Shirt Bra""]",599.0,479.0,2.0,2.0,Clovia,0,100,53,Low,0,165,64
"Naughty Ninos Girl's White, Pink Dungaree","[""Clothing >> Kids' Clothing >> Girls Wear >> Dungarees & Jumpsuits >> Dungarees >> Naughty Ninos Dungarees >> Naughty Ninos Girl's White, Pink Dungaree""]",2199.0,999.0,2.5,2.5,Naughty Ninos,0,130,44,High,2,39,218
Clovia Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras >> Clovia Women's Full Coverage Bra""]",399.0,319.0,4.0,4.0,Clovia,0,122,99,Low,0,73,64
Clovia Women's Full Coverage Bra,"[""Clovia Women's Full Coverage Bra""]",279.0,279.0,1.7,1.7,Clovia,0,52,86,High,2,163,64
Clovia Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Clovia Women's Clothing >> Clovia Women's T-Shirt Bra""]",599.0,479.0,1.0,1.0,Clovia,0,93,24,High,2,68,64
Clovia Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Clovia Lingerie, Sleep & Swimwear >> Clovia Women's Full Coverage Bra""]",399.0,319.0,3.3,3.3,Clovia,0,121,81,High,2,108,64
Clovia Women's T-Shirt Bra,"[""Clothing >> Clovia Clothing >> Clovia Women's T-Shirt Bra""]",599.0,479.0,3.4,3.4,Clovia,0,133,74,Low,0,30,64
Clovia Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Clovia Lingerie, Sleep & Swimwear >> Clovia Women's Full Coverage Bra""]",399.0,319.0,3.7,3.7,Clovia,0,20,30,Low,0,108,64
Clovia Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras >> Clovia Women's Full Coverage Bra""]",599.0,479.0,2.0,2.0,Clovia,0,193,59,Medium,1,73,64
Clovia Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras >> Clovia Women's T-Shirt Bra""]",599.0,269.0,4.0,4.0,Clovia,0,196,87,High,2,74,64
Woly Smooth Leather Shoe Cream,"[""Footwear >> Men's Footwear >> Shoe Care >> Shoe Polishes & Creams >> Woly Shoe Polishes & Creams >> Woly Smooth Leather Shoe Cream (Brown)""]",200.0,200.0,4.0,4.0,Woly,1,195,96,Medium,1,238,376
METMO Slippers,"[""Footwear >> Kids' & Infant Footwear >> METMO Slippers""]",599.0,229.0,5.0,5.0,METMO,0,73,81,Medium,1,237,191
Clovia Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras >> Clovia Women's T-Shirt Bra""]",599.0,299.0,4.5,4.5,Clovia,0,26,81,Low,0,74,64
Clovia Women's T-Shirt Bra,"[""Clovia Women's T-Shirt Bra""]",599.0,479.0,5.0,5.0,Clovia,0,97,14,Low,0,165,64
Clovia Women's Full Coverage Bra,"[""Clovia Women's Full Coverage Bra""]",349.0,279.0,3.0,3.0,Clovia,0,199,9,Medium,1,163,64
Pu-Good Women Flats,"[""Pu-Good Women Flats""]",999.0,378.0,5.0,5.0,Pu-Good,0,80,40,High,2,369,255
Clovia Women's Full Coverage Bra,"[""Clovia Women's Full Coverage Bra""]",799.0,559.0,2.0,2.0,Clovia,0,158,66,Low,0,163,64
Clovia Women's T-Shirt Bra,"[""Clovia Women's T-Shirt Bra""]",599.0,479.0,2.2,2.2,Clovia,0,148,25,High,2,165,64
Clovia Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras >> Clovia Women's T-Shirt Bra""]",599.0,479.0,3.0,3.0,Clovia,0,183,73,High,2,74,64
Clovia Women's T-Shirt Bra,"[""Clovia Women's T-Shirt Bra""]",599.0,479.0,3.7,3.7,Clovia,0,90,22,Medium,1,165,64
Clovia Women's Plunge Bra,"[""Clovia Women's Plunge Bra""]",399.0,399.0,3.0,3.0,Clovia,0,189,4,Medium,1,164,64
Decore Sources Assorted Artificial Plant  with Pot,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Artificial Plants >> Decore Sources Artificial Plants >> Decore Sources Assorted Artificial Plant  with P...""]",1150.0,515.0,3.0,3.0,Decore Sources,0,33,26,Medium,1,254,84
Subh-Akriti Assorted Artificial Plant,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Artificial Plants >> Subh-Akriti Artificial Plants >> Subh-Akriti Assorted Artificial Plant (66 cm, Gr...""]",1500.0,649.0,5.0,5.0,Subh-Akriti,0,73,58,Medium,1,255,322
Kaizer Jewelry Stainless Steel Zircon Ring,"[""Jewellery >> Rings""]",5769.0,599.0,5.0,5.0,Kaizer Jewelry,0,51,29,Low,0,294,167
i-KitPit Pouch for Lenovo A369i,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> i-KitPit Mobile Pouches""]",399.0,249.0,1.0,1.0,i-KitPit,0,98,98,Low,0,336,390
i-KitPit Pouch for Lenovo A369i,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> i-KitPit Mobile Pouches""]",299.0,199.0,4.0,4.0,i-KitPit,0,194,87,Medium,1,336,390
i-KitPit Pouch for Lenovo A369i,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> i-KitPit Mobile Pouches""]",399.0,249.0,5.0,5.0,i-KitPit,0,148,37,Low,0,336,390
Ciemme 0.11 CT Women's Designer Circle Flower Promise Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",11455.0,10880.0,5.0,5.0,Ciemme,0,180,75,Medium,1,294,62
Highlander Men's Solid Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Highlander Casual & Party Wear Shirts""]",1599.0,499.0,2.0,2.0,Slim,1,89,70,High,2,46,305
Highlander Men's Printed Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Highlander Casual & Party Wear Shirts""]",1599.0,499.0,5.0,5.0,Slim Fit,1,43,18,High,2,46,306
"Royal Diamond Jewellery Charisma Gold, Yellow Gold Diamond Yellow Gold 14 K Ring","[""Jewellery >> Rings""]",6900.0,6624.0,4.0,4.0,Royal Diamond Jewellery,0,104,85,High,2,294,282
WearYourShine by PCJ The Nitza Diamond Gold Diamond Yellow Gold 18 K Ring,"[""Jewellery >> Rings""]",7403.0,7403.0,1.0,1.0,WearYourShine by PCJ,0,37,42,Medium,1,294,371
"Sparkle Street Brass, Enamel Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",2500.0,1125.0,5.0,5.0,Sparkle Street,0,105,41,High,2,286,313
Alda 3 Ply SS Lid Pan 26 cm diameter,"[""Kitchen & Dining >> Cookware >> Pots & Pans >> Kitchen Handi >> Alda  Kitchen Handi""]",3390.0,2790.0,5.0,5.0,Alda,0,27,38,Low,0,298,13
HP 15-ac116TX (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10/ 2GB Graph) (N8M19PA),"[""Computers >> Laptops >> HP Laptops""]",38890.0,38890.0,5.0,5.0,HP,1,14,34,High,2,190,132
HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA),"[""Computers >> Laptops >> HP Laptops""]",35390.0,35390.0,4.5,4.5,HP,1,73,17,High,2,190,132
Puma Men's Striped Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Puma Casual & Party Wear Shirts""]",2199.0,1209.0,4.5,4.5,Slim Fit,1,104,37,High,2,48,306
Docare Women's Sports Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Docare Bras""]",600.0,405.0,1.0,1.0,White,0,38,25,Low,0,77,372
Sterling Rolling Pin Holder with Tong Stainless Steel Kitchen Rack,"[""Kitchen & Dining >> Containers & Bottles >> Kitchen Racks & Trolleys >> Kitchen Racks >> Sterling Kitchen Racks""]",1299.0,449.0,5.0,5.0,Steel,0,184,76,Medium,1,296,317
"Calibra Women's Full Coverage, T-Shirt Bra","[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Calibra Bras""]",250.0,219.0,4.7,4.7,Maroon,0,142,87,Low,0,72,199
Clovia In Aqua Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras""]",349.0,249.0,5.0,5.0,Aqua,0,151,86,Medium,1,75,20
Clovia Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras""]",349.0,249.0,1.0,1.0,PURPLE,0,190,85,Medium,1,75,238
Deep Under Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Deep Under Bras""]",430.0,195.0,2.9,2.9,Beige,0,100,27,High,2,76,32
Clovia Non Padded Wired Red Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras""]",399.0,249.0,4.5,4.5,RED,0,5,57,Medium,1,75,263
TAB91 Praveen Women's Printed Top & Pyjama Set,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Night Suits >> TAB91 Night Suits >> TAB91 Praveen Women's Printed Top & Pyjama Set""]",1599.0,749.0,2.0,2.0,TAB91,0,73,31,Low,0,110,332
John Players Men's Checkered Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> John Players Formal Shirts >> John Players Men's Checkered Formal Shirt""]",999.0,519.0,5.0,5.0,John Players,1,8,6,Low,0,52,164
Njoy Boy's KBP1 Brief,"[""Clothing >> Kids' Clothing >> Boys Wear >> Innerwear & Sleepwear >> Briefs >> Njoy Briefs >> Njoy Boy's KBP1 Brief (Pack of 5)""]",450.0,320.0,2.5,2.5,Njoy,0,20,91,Medium,1,34,228
BM BELMONTE EWC Toilet Seat S Trap Western Commode,"[""Tools & Hardware >> Tools >> Hardware & Electricals >> Hardware >> Bathroom Fittings & Sanitary >> Commodes >> BM BELMONTE EWC Toilet Seat S Trap Western Commo...""]",4140.0,3499.0,5.0,5.0,BM BELMONTE,0,28,40,High,2,385,27
Metmo Flip Flops,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> Slippers & Flip Flops >> Metmo Flip Flops""]",499.0,149.0,5.0,5.0,Metmo,0,84,98,High,2,233,205
I-Voc Men's Printed Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> I-Voc Casual & Party Wear Shirts""]",1199.0,471.0,2.5,2.5,Slim,0,6,12,Low,0,47,305
Chipchop Baby Girl's Empire Waist Blue Dress,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Dresses & Skirts >> Dresses >> Chipchop Dresses >> Chipchop Baby Girl's Empire Waist Blue Dress""]",1799.0,959.0,5.0,5.0,Chipchop,0,132,53,High,2,22,61
Kawachi Outdoor Sports Night Vision Driving Yellow Sunglass Plus White Transparent Motorcycle Goggles,"[""Sports & Fitness >> Outdoor & Adventure >> Cycling >> Goggles >> Kawachi Goggles >> Kawachi Outdoor Sports Night Vision Driving Yell...""]",1200.0,590.0,3.8,3.8,Kawachi,0,164,71,Medium,1,379,170
Tiny Toon Girl's Gathered Red Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Tiny Toon Dresses >> Tiny Toon Girl's Gathered Red Dress""]",1999.0,599.0,5.0,5.0,Tiny Toon,0,88,10,Medium,1,38,341
Quechua Forclaz 22 Air Backpack,"[""Sports & Fitness >> Outdoor & Adventure >> Camping & Hiking >> Camping & Hiking Bags & Packs >> Quechua Camping & Hiking Bags & Packs >> Quechua Forclaz 22 Air Backpack (Blue, Black, Ba...""]",3499.0,2872.0,5.0,5.0,Quechua,0,156,45,Low,0,376,260
Outgear Domain,"[""Sports & Fitness >> Outdoor & Adventure >> Camping & Hiking >> Camping & Hiking Bags & Packs >> Outgear Camping & Hiking Bags & Packs >> Outgear Domain (Grey)""]",3360.0,3360.0,3.0,3.0,Outgear,1,144,17,Medium,1,375,237
Max T-Shirt,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Boys >> Polos & T-Shirts >> Max Polos & T-Shirts >> Max T-Shirt""]",149.0,149.0,5.0,5.0,Max,1,182,26,Low,0,42,202
Wildcraft Waist Pouch,"[""Sports & Fitness >> Outdoor & Adventure >> Camping & Hiking >> Camping & Hiking Bags & Packs >> Wildcraft Camping & Hiking Bags & Packs >> Wildcraft Waist Pouch (Pink)""]",595.0,595.0,4.3,4.3,Wildcraft,0,167,85,Medium,1,378,374
Wildcraft Digital Pouch Travel Bag,"[""Sports & Fitness >> Outdoor & Adventure >> Camping & Hiking >> Camping & Hiking Bags & Packs >> Wildcraft Camping & Hiking Bags & Packs >> Wildcraft Digital Pouch Travel Bag (Grey)""]",395.0,395.0,4.3,4.3,Wildcraft,1,128,92,Low,0,377,374
Mount Track Discover 9107or 75 Ltrs,"[""Sports & Fitness >> Outdoor & Adventure >> Camping & Hiking >> Camping & Hiking Bags & Packs >> Mount Track Camping & Hiking Bags & Packs >> Mount Track Discover 9107or 75 Ltrs (Orange, Ruc...""]",4000.0,2099.0,4.0,4.0,Mount Track,0,37,62,High,2,374,208
Coleman RTX 3500i C010 Backpack,"[""Sports & Fitness >> Outdoor & Adventure >> Camping & Hiking >> Camping & Hiking Bags & Packs >> Coleman Camping & Hiking Bags & Packs >> Coleman RTX 3500i C010 Backpack (Grey, Black)""]",4500.0,4500.0,4.0,4.0,Coleman,1,165,46,Medium,1,373,67
